# n = 10
# n_groups = 25
# set.seed(1)
# y = rnorm(n * n_groups)
# x = 1:n_groups %>% sprintf("x%0.2d", .) %>% rep(n)
# y = ifelse(x == 12, y + .8, y)
# y = ifelse(x == 22, y + 3, y)
# d = data.frame(x,y)
x	y
x01	-0.626453810742332
x02	0.183643324222082
x03	-0.835628612410047
x04	1.59528080213779
x05	0.329507771815361
x06	-0.820468384118015
x07	0.487429052428485
x08	0.738324705129217
x09	0.575781351653492
x10	-0.305388387156356
x11	1.51178116845085
x12	0.389843236411431
x13	-0.621240580541804
x14	-2.2146998871775
x15	1.12493091814311
x16	-0.0449336090152309
x17	-0.0161902630989461
x18	0.943836210685299
x19	0.821221195098089
x20	0.593901321217509
x21	0.918977371608218
x22	0.782136300731067
x23	0.0745649833651906
x24	-1.98935169586337
x25	0.61982574789471
x01	-0.0561287395290008
x02	-0.155795506705329
x03	-1.47075238389927
x04	-0.47815005510862
x05	0.417941560199702
x06	1.35867955152904
x07	-0.102787727342996
x08	0.387671611559369
x09	-0.0538050405829051
x10	-1.37705955682861
x11	-0.41499456329968
x12	-0.394289953710349
x13	-0.0593133967111857
x14	1.10002537198388
x15	0.763175748457544
x16	-0.164523596253587
x17	-0.253361680136508
x18	0.696963375404737
x19	0.556663198673657
x20	-0.68875569454952
x21	-0.70749515696212
x22	0.36458196213683
x23	0.768532924515416
x24	-0.112346212150228
x25	0.881107726454215
x01	0.398105880367068
x02	-0.612026393250771
x03	0.341119691424425
x04	-1.12936309608079
x05	1.43302370170104
x06	1.98039989850586
x07	-0.367221476466509
x08	-1.04413462631653
x09	0.569719627442413
x10	-0.135054603880824
x11	2.40161776050478
x12	-0.0392400027331692
x13	0.689739362450777
x14	0.0280021587806661
x15	-0.743273208882405
x16	0.188792299514343
x17	-1.80495862889104
x18	1.46555486156289
x19	0.153253338211898
x20	2.17261167036215
x21	0.475509528899663
x22	-0.709946430921815
x23	0.610726353489055
x24	-0.934097631644252
x25	-1.2536334002391
x01	0.291446235517463
x02	-0.443291873218433
x03	0.00110535163162413
x04	0.0743413241516641
x05	-0.589520946188072
x06	-0.568668732818502
x07	-0.135178615123832
x08	1.1780869965732
x09	-1.52356680042976
x10	0.593946187628422
x11	0.332950371213518
x12	1.06309983727636
x13	-0.304183923634301
x14	0.370018809916288
x15	0.267098790772231
x16	-0.54252003099165
x17	1.20786780598317
x18	1.16040261569495
x19	0.700213649514998
x20	1.58683345454085
x21	0.558486425565304
x22	-1.27659220845804
x23	-0.573265414236886
x24	-1.22461261489836
x25	-0.473400636439312
x01	-0.620366677224124
x02	0.0421158731442352
x03	-0.910921648552446
x04	0.158028772404075
x05	-0.654584643918818
x06	1.76728726937265
x07	0.716707476017206
x08	0.910174229495227
x09	0.384185357826345
x10	1.68217608051942
x11	-0.635736453948977
x12	-0.461644730360566
x13	1.43228223854166
x14	-0.650696353310367
x15	-0.207380743601965
x16	-0.392807929441984
x17	-0.319992868548507
x18	-0.279113302976559
x19	0.494188331267827
x20	-0.177330482269606
x21	-0.505957462114257
x22	1.34303882517041
x23	-0.214579408546869
x24	-0.179556530043387
x25	-0.100190741213562
x01	0.712666307051405
x02	-0.0735644041263263
x03	-0.0376341714670479
x04	-0.681660478755657
x05	-0.324270272246319
x06	0.0601604404345152
x07	-0.588894486259664
x08	0.531496192632572
x09	-1.51839408178679
x10	0.306557860789766
x11	-1.53644982353759
x12	-0.300976126836611
x13	-0.528279904445006
x14	-0.652094780680999
x15	-0.0568967778473925
x16	-1.91435942568001
x17	1.17658331201856
x18	-1.664972436212
x19	-0.463530401472386
x20	-1.11592010504285
x21	-0.750819001193448
x22	2.08716654562835
x23	0.0173956196932517
x24	-1.28630053043433
x25	-1.64060553441858
x01	0.450187101272656
x02	-0.018559832714638
x03	-0.318068374543844
x04	-0.929362147453702
x05	-1.48746031014148
x06	-1.07519229661568
x07	1.00002880371391
x08	-0.621266694796823
x09	-1.38442684738449
x10	1.86929062242358
x11	0.425100377372448
x12	-0.238647100913033
x13	1.05848304870902
x14	0.886422651374936
x15	-0.619243048231147
x16	2.20610246454047
x17	-0.255027030141015
x18	-1.42449465021281
x19	-0.144399601954219
x20	0.207538339232345
x21	2.30797839905936
x22	0.105802367893711
x23	0.456998805423414
x24	-0.077152935356531
x25	-0.334000842366544
x01	-0.0347260283112762
x02	0.787639605630162
x03	2.07524500865228
x04	1.02739243876377
x05	1.2079083983867
x06	-1.23132342155804
x07	0.983895570053379
x08	0.219924803660651
x09	-1.46725002909224
x10	0.521022742648139
x11	-0.158754604716016
x12	1.4645873119698
x13	-0.766081999604665
x14	-0.430211753928547
x15	-0.926109497377437
x16	-0.17710396143654
x17	0.402011779486338
x18	-0.731748173119606
x19	0.830373167981674
x20	-1.20808278630446
x21	-1.04798441280774
x22	1.44115770684428
x23	-1.01584746530465
x24	0.411974712317515
x25	-0.38107605110892
x01	0.409401839650934
x02	1.68887328620405
x03	1.58658843344197
x04	-0.330907800682766
x05	-2.28523553529247
x06	2.49766158983416
x07	0.667066166765493
x08	0.5413273359637
x09	-0.0133995231459087
x10	0.510108422952926
x11	-0.164375831769667
x12	0.420694643254513
x13	-0.400246743977644
x14	-1.37020787754746
x15	0.987838267454879
x16	1.51974502549955
x17	-0.308740569225614
x18	-1.25328975560769
x19	0.642241305677824
x20	-0.0447091368939791
x21	-1.73321840682484
x22	0.00213185968026965
x23	-0.630300333928146
x24	-0.340968579860405
x25	-1.15657236263585
x01	1.80314190791747
x02	-0.331132036391221
x03	-1.60551341225308
x04	0.197193438739481
x05	0.263175646405474
x06	-0.985826700409291
x07	-2.88892067167955
x08	-0.640481702565115
x09	0.570507635920485
x10	-0.05972327604261
x11	-0.0981787440052344
x12	0.560820728620116
x13	-1.18645863857947
x14	1.09677704427424
x15	-0.00534402827816569
x16	0.707310667398079
x17	1.03410773473746
x18	0.223480414915304
x19	-0.878707612866019
x20	1.16296455596733
x21	-2.00016494478548
x22	-0.544790740001725
x23	-0.255670709156989
x24	-0.166121036765006
x25	1.02046390878411
