# set.seed(1)
# n = 200
# x = runif(n, 0, 40) # "независимая" переменная
# y =                    # задаваемая переменная
#   exp(-5.5 + 0.075 * x +   # формула зависимости
#         rnorm(n, 0, .5))       # распределение ошибок
# d = tibble(x, y)
x	y
10.620346525684	0.00664655004481646
14.8849559854716	0.012745584711145
22.9141345340759	0.0144523140667067
36.328311599791	0.0674504352235232
8.06727724149823	0.00539519504046333
35.9355873987079	0.146432997453421
37.7870107442141	0.0994977293008139
26.4319116994739	0.0467697100012923
25.1645617559552	0.0326939514416954
2.47145081870258	0.0114067140141113
8.23898299597204	0.00551687058602285
7.06227010115981	0.00551021240480822
27.4809138663113	0.065691197626455
15.3641487285495	0.0093438489169856
30.7936567999423	0.037098968543942
19.9079696834087	0.0149460797372528
28.7047403305769	0.0299825147327269
39.6762437932193	0.0696802494158994
15.2014071773738	0.0163618921719541
31.0978088527918	0.0385295585708169
37.3882092442364	0.0523992480609799
8.48570085130632	0.0151152210915016
26.0669506434351	0.0259322371661733
5.0222038384527	0.00544469805839892
10.6888267491013	0.00866525987929472
15.4445637017488	0.0185864107737969
0.535613326355815	0.00410064417160935
15.2955182828009	0.0126303426325035
34.7876338288188	0.0394880295560997
13.6139598675072	0.00964719435749689
19.2832046188414	0.0178870295779925
23.9826330170035	0.0183936502901045
19.7416522819549	0.0234325784710405
7.44870405644178	0.00334414495584215
33.0949327442795	0.0570058654514802
26.7386695276946	0.0140824674695148
31.7695944290608	0.0380913338305156
4.31774503551424	0.00433814225410872
28.9484378416091	0.0258637073851321
16.4509771857411	0.0136416850065347
32.8378517646343	0.0184195840380407
25.882407752797	0.0512762415105957
31.3173104915768	0.0186168548988229
22.1214524656534	0.0170320866177979
21.1887832079083	0.0114610458388113
31.5742492675781	0.0299765219455285
0.933248093351722	0.0124451645610509
19.0892026014626	0.017255713118824
29.292549546808	0.0193278339349852
27.7092622593045	0.0143772512227333
19.1047848854214	0.0214496364395459
34.448379073292	0.0536297415108278
17.5238842889667	0.0129748440976283
9.79189108125865	0.00535197705882832
2.82716188579798	0.00240142488999584
3.97864640690386	0.00321734862245106
12.65086828731	0.0174019940875586
20.7453705277294	0.0141969154781565
26.480203056708	0.0149029187725575
